architecture_type,deployment_type,communication_type,num_services,num_databases,requests_per_second,avg_payload_kb,read_write_ratio,peak_traffic_multiplier,cpu_utilization_percent,memory_utilization_percent,network_latency_ms,packet_loss_percent,avg_latency_ms,p95_latency_ms,error_rate_percent,db_connection_pool_exhausted,retry_storm_detected,circuit_breaker_open
hybrid,hybrid,mixed,14,1,264.86,111.86,0.57,1.73,22.81,96.43,45.67,0.0,398.8,556.91,0.62,0,0,0
serverless,hybrid,mixed,57,3,152.87,82.75,0.51,2.19,11.32,65.3,51.22,0.0,247.0,486.49,0.18,0,0,0
serverless,cloud,sync,34,1,63.5,118.32,0.61,1.77,5.13,96.95,49.47,0.0,264.91,355.64,0.04,0,0,0
hybrid,hybrid,mixed,48,3,265.15,140.97,0.79,1.25,17.35,100.0,33.26,0.29,333.0,609.34,1.06,0,0,0
event_driven,on_prem,async,53,2,87.1,81.85,0.85,1.37,0.22,67.3,12.55,1.0,144.56,218.02,2.2,0,0,0
hybrid,cloud,async,35,1,114.04,54.34,0.47,1.41,5.59,49.29,16.46,0.0,193.28,405.61,0.04,0,0,0
serverless,hybrid,mixed,18,1,73.07,113.35,0.41,2.48,5.74,82.74,19.37,0.71,192.64,366.74,2.03,0,0,0
hybrid,hybrid,sync,15,1,231.34,60.97,0.84,1.54,10.8,48.81,33.0,0.0,280.7,447.18,0.14,0,0,0
serverless,on_prem,sync,52,1,161.75,100.23,0.7,2.36,17.9,66.97,22.78,1.34,199.15,401.5,4.2,0,0,0
serverless,hybrid,async,29,1,363.9,144.76,0.78,1.52,33.23,100.0,0.1,0.02,203.57,337.92,1.59,0,0,0
serverless,on_prem,mixed,23,1,105.31,131.16,0.6,2.38,7.24,95.77,25.57,0.0,217.94,400.72,0.07,0,0,0
monolith,hybrid,mixed,4,1,300.68,146.35,0.85,3.29,30.81,100.0,8.48,0.81,158.31,306.6,2.31,0,0,0
serverless,on_prem,sync,22,1,617.19,128.14,0.47,1.62,56.21,93.85,89.83,0.0,414.8,616.52,4.42,0,0,0
monolith,on_prem,async,2,1,110.02,29.42,0.41,2.05,14.5,15.22,6.44,0.39,67.26,106.36,0.88,0,0,0
hybrid,hybrid,mixed,22,1,246.69,6.67,0.59,1.16,10.7,6.71,9.04,0.41,131.89,276.46,1.13,0,0,0
microservices,hybrid,mixed,7,1,94.38,20.35,0.8,1.35,10.06,15.04,9.16,0.2,122.44,206.5,0.66,0,0,0
hybrid,hybrid,sync,58,2,64.3,85.03,0.59,3.65,6.08,71.94,60.68,0.15,433.33,757.71,0.4,0,0,0
event_driven,on_prem,mixed,35,1,266.53,85.52,0.6,3.27,27.86,61.66,1.02,0.79,135.48,254.5,2.58,0,0,0
hybrid,on_prem,async,35,2,146.68,116.26,0.45,3.79,14.54,100.0,9.06,0.0,208.62,348.2,0.25,0,0,0
monolith,hybrid,mixed,1,1,203.64,98.69,0.58,2.83,15.41,76.82,7.03,0.33,115.95,202.14,0.81,0,0,0
event_driven,on_prem,sync,52,2,259.46,120.47,0.48,2.49,21.79,100.0,14.11,0.0,199.65,290.67,0.52,0,0,0
event_driven,hybrid,async,24,1,297.79,70.74,0.59,3.9,23.94,55.7,20.13,0.61,182.56,237.69,1.98,0,0,0
event_driven,cloud,sync,22,1,209.03,65.32,0.85,3.26,15.05,58.51,37.51,0.13,225.72,423.33,0.53,0,0,0
hybrid,cloud,sync,36,1,170.33,97.6,0.68,2.78,15.97,86.44,6.58,0.94,185.84,320.52,2.56,0,0,0
serverless,cloud,sync,33,1,829.02,72.23,0.62,2.05,70.13,59.36,29.09,0.45,288.88,523.29,8.14,0,0,0
serverless,on_prem,sync,51,2,245.32,8.02,0.71,1.14,14.56,7.92,23.29,0.0,153.17,270.84,0.3,0,0,0
monolith,hybrid,sync,4,1,145.06,43.06,0.44,1.33,20.96,35.99,4.76,0.3,87.75,179.16,0.94,0,0,0
event_driven,cloud,sync,45,3,111.38,66.05,0.41,1.83,0.0,49.16,5.21,0.28,107.78,198.78,0.61,0,0,0
microservices,on_prem,async,8,1,60.94,123.63,0.52,1.01,1.04,97.23,11.94,1.35,191.03,333.07,3.51,0,0,0
serverless,hybrid,sync,13,1,86.34,135.88,0.42,1.08,12.33,100.0,20.13,0.0,216.09,322.04,0.21,0,0,0
monolith,on_prem,async,2,1,79.76,26.31,0.88,2.51,1.46,19.01,6.11,0.0,57.03,107.97,0.0,0,0,0
hybrid,hybrid,sync,39,1,84.41,33.9,0.95,2.66,17.09,24.1,43.59,1.06,322.61,530.38,2.9,0,0,0
microservices,hybrid,sync,48,1,326.21,47.14,0.91,3.88,27.07,43.27,65.54,0.54,388.84,751.53,2.34,0,0,0
hybrid,cloud,mixed,52,4,178.46,31.23,0.6,3.08,15.31,15.9,43.44,0.74,314.4,492.69,2.07,0,0,0
event_driven,cloud,async,15,1,633.24,29.33,0.65,2.5,60.93,13.52,23.91,0.0,222.19,451.79,4.08,0,0,0
microservices,cloud,async,40,2,59.3,50.94,0.53,3.87,5.87,53.63,15.04,0.0,169.85,209.06,0.04,0,0,0
monolith,on_prem,async,1,1,139.55,149.46,0.84,3.68,19.59,100.0,11.5,1.48,145.99,263.6,3.01,0,0,0
monolith,hybrid,mixed,3,1,59.97,52.56,0.7,2.42,0.0,40.21,18.85,0.16,84.1,122.43,0.29,0,0,0
event_driven,cloud,mixed,44,1,132.04,16.62,0.55,1.55,16.49,0.77,10.6,0.0,107.32,161.57,0.3,0,0,0
monolith,hybrid,mixed,1,1,364.42,30.95,0.6,2.96,40.64,18.18,50.45,0.0,149.59,271.15,1.49,0,0,0
serverless,on_prem,sync,51,1,94.36,10.29,0.46,3.67,2.63,14.15,6.0,0.27,110.61,224.28,0.75,0,0,0
monolith,on_prem,async,3,1,79.56,26.1,0.49,3.99,9.85,19.56,29.37,0.43,87.83,160.51,0.86,0,0,0
microservices,hybrid,async,13,1,78.05,108.41,0.83,1.69,0.0,100.0,1.28,0.5,150.46,201.37,1.3,0,0,0
monolith,on_prem,sync,1,1,71.41,22.6,0.78,2.42,14.54,24.13,29.21,1.06,95.88,178.43,2.1,0,0,0
hybrid,cloud,async,17,1,122.4,28.69,0.77,1.14,0.7,22.28,39.3,0.0,284.17,548.44,0.0,0,0,0
monolith,cloud,sync,2,1,269.25,34.26,0.93,1.6,25.4,25.64,17.49,0.48,99.01,146.51,1.44,0,0,0
event_driven,hybrid,mixed,56,3,536.32,58.45,0.85,1.24,52.09,40.43,18.09,0.0,207.9,321.52,2.98,0,0,0
hybrid,hybrid,async,57,1,174.45,81.41,0.92,2.67,18.54,61.89,16.55,0.0,217.95,381.72,0.41,0,0,0
event_driven,hybrid,async,43,3,287.48,46.1,0.7,2.93,18.69,48.94,25.83,0.0,187.47,236.55,0.38,0,0,0
serverless,hybrid,sync,52,3,47.28,148.3,0.85,2.01,2.7,100.0,10.45,0.92,187.71,300.76,2.57,0,0,0
event_driven,cloud,async,32,1,256.21,139.92,0.6,1.25,29.35,100.0,12.94,0.14,206.53,342.14,1.26,0,0,0
event_driven,cloud,sync,33,2,78.59,141.72,0.52,2.92,0.21,100.0,49.5,0.05,283.9,373.21,0.11,0,0,0
monolith,on_prem,sync,2,1,159.58,139.34,0.62,3.6,13.25,100.0,6.11,1.13,132.97,253.44,2.19,0,0,0
monolith,hybrid,sync,1,1,255.5,62.48,0.72,1.25,19.11,49.26,18.49,0.0,109.23,214.67,0.33,0,0,0
monolith,hybrid,async,4,1,182.78,137.65,0.65,2.17,17.51,100.0,48.7,0.0,180.59,218.74,0.28,0,0,0
serverless,hybrid,mixed,15,1,150.3,54.92,0.84,3.61,18.58,43.35,46.46,0.43,228.41,399.13,1.69,0,0,0
monolith,hybrid,mixed,1,1,130.45,25.44,0.69,1.05,5.36,25.78,60.36,0.99,118.72,239.05,1.81,0,0,0
event_driven,hybrid,mixed,30,2,149.89,138.37,0.84,1.96,15.84,100.0,35.26,0.89,255.65,520.93,2.24,0,0,0
serverless,hybrid,sync,35,2,61.37,81.55,0.72,1.75,0.0,60.87,28.06,0.72,187.65,353.07,2.03,0,0,0
serverless,hybrid,mixed,28,1,273.67,17.55,0.71,3.08,30.72,10.93,18.22,0.1,166.06,327.41,1.59,0,0,0
monolith,on_prem,sync,4,1,262.14,136.66,0.5,2.02,18.62,100.0,8.21,0.0,141.47,293.22,0.31,0,0,0
serverless,cloud,mixed,39,1,308.74,3.53,0.87,2.01,29.39,0.0,12.11,1.67,146.63,277.17,5.9,0,0,0
event_driven,hybrid,sync,51,3,99.45,129.01,0.46,2.5,4.9,100.0,0.32,0.81,139.46,168.5,1.81,0,0,0
monolith,cloud,async,2,1,370.11,29.34,0.57,1.91,32.02,25.62,57.92,0.0,148.85,236.16,0.92,0,0,0
hybrid,cloud,sync,11,1,79.95,37.23,0.89,1.62,0.3,20.52,9.62,0.7,134.44,260.65,1.68,0,0,0
monolith,cloud,async,3,1,643.68,126.91,0.42,2.54,63.48,100.0,123.27,0.52,326.82,670.31,4.56,0,0,0
serverless,hybrid,sync,38,1,82.47,67.21,0.95,1.45,10.46,58.37,12.04,0.0,162.04,289.54,0.15,0,0,0
event_driven,hybrid,sync,35,2,144.12,38.35,0.78,3.95,12.0,30.43,5.61,0.0,105.02,192.59,0.16,0,0,0
event_driven,cloud,mixed,57,2,83.87,82.07,0.89,3.7,2.24,62.68,33.58,0.84,204.9,268.14,1.85,0,0,0
serverless,on_prem,mixed,28,1,274.87,28.8,0.88,1.42,27.25,41.91,41.35,0.0,228.62,331.63,1.04,0,0,0
event_driven,cloud,async,51,3,150.66,105.49,0.89,2.8,9.77,97.81,55.65,0.0,308.07,514.45,0.11,0,0,0
serverless,cloud,sync,8,1,328.56,23.74,0.87,3.68,23.15,17.44,8.35,0.17,139.74,258.09,1.21,0,0,0
event_driven,hybrid,async,12,1,619.19,120.31,0.79,1.59,45.86,99.87,18.93,1.33,249.83,329.46,5.25,0,0,0
monolith,hybrid,async,4,1,33.72,133.91,0.5,1.9,4.22,100.0,4.08,0.51,122.03,220.11,0.94,0,0,0
serverless,on_prem,mixed,7,1,246.38,84.67,0.44,3.98,15.69,75.73,18.94,0.18,196.2,400.98,0.84,0,0,0
hybrid,cloud,sync,16,1,59.41,64.85,0.87,3.89,1.67,51.86,39.47,0.55,307.38,578.59,1.33,0,0,0
serverless,hybrid,async,55,4,195.33,81.02,0.55,1.3,13.3,63.71,58.03,0.06,261.5,441.23,0.41,0,0,0
event_driven,cloud,mixed,21,1,219.11,125.42,0.44,1.61,20.26,100.0,7.87,0.09,178.94,346.6,0.64,0,0,0
monolith,on_prem,sync,3,1,499.58,74.43,0.88,2.94,35.03,58.5,5.42,1.32,125.74,199.39,3.48,0,0,0
microservices,hybrid,async,5,1,111.24,104.14,0.75,2.9,8.37,84.84,5.24,0.0,159.14,230.65,0.09,0,0,0
microservices,cloud,sync,20,1,449.59,86.47,0.81,3.83,44.41,80.21,28.11,0.8,295.72,567.15,4.63,0,0,0
microservices,on_prem,mixed,35,1,167.64,149.26,0.78,3.04,20.09,100.0,25.16,0.39,265.78,401.94,1.53,0,0,0
serverless,on_prem,sync,34,1,72.99,69.62,0.76,1.29,8.24,67.79,42.9,1.1,229.26,318.77,3.18,0,0,0
microservices,hybrid,async,43,3,93.11,125.38,0.61,3.68,0.0,100.0,34.16,0.21,282.01,457.26,0.55,0,0,0
microservices,hybrid,async,38,1,156.89,96.59,0.5,2.25,19.59,84.47,19.08,0.0,226.99,377.26,0.5,0,0,0
microservices,cloud,sync,39,2,108.14,66.75,0.43,2.45,8.68,52.19,8.01,1.07,143.21,257.43,2.88,0,0,0
event_driven,hybrid,mixed,5,1,195.11,9.35,0.58,3.71,21.28,5.83,15.03,0.72,128.89,201.11,2.09,0,0,0
event_driven,hybrid,async,14,1,142.64,10.78,0.84,3.99,6.82,10.05,11.52,0.0,104.2,157.35,0.05,0,0,0
event_driven,on_prem,async,25,1,51.18,147.0,0.71,3.28,5.98,100.0,0.28,0.46,140.29,291.61,1.04,0,0,0
serverless,hybrid,sync,59,1,344.75,129.84,0.57,2.9,26.16,100.0,68.24,1.06,329.7,637.45,3.94,0,0,0
event_driven,cloud,async,46,3,151.47,93.67,0.72,3.51,7.53,74.57,28.45,0.12,203.87,248.27,0.32,0,0,0
monolith,hybrid,sync,1,1,31.1,80.28,0.6,3.33,9.79,72.36,12.15,0.0,111.03,185.21,0.09,0,0,0
monolith,on_prem,async,2,1,113.55,144.63,0.89,2.89,3.77,100.0,47.65,1.36,165.25,300.69,2.47,0,0,0
hybrid,cloud,async,50,4,215.34,114.07,0.87,1.59,20.16,87.13,46.36,1.28,390.54,669.9,3.56,0,0,0
microservices,hybrid,sync,45,1,592.58,59.13,0.43,1.49,50.58,56.01,3.33,0.0,186.57,257.63,3.33,0,0,0
microservices,hybrid,mixed,19,1,209.22,72.09,0.72,3.74,13.48,70.56,52.17,0.61,340.03,693.23,1.83,0,0,0
serverless,hybrid,sync,11,1,841.82,115.76,0.81,3.13,77.97,100.0,44.53,0.0,369.65,613.69,8.51,0,0,0
serverless,cloud,sync,9,1,239.28,109.67,0.64,3.87,22.72,98.29,35.68,0.29,258.38,338.8,1.52,0,0,0
hybrid,cloud,sync,24,1,197.68,70.1,0.83,1.51,11.05,65.44,12.98,0.6,194.29,393.85,1.58,0,0,0
monolith,on_prem,async,1,1,89.35,77.89,0.88,2.71,3.53,83.81,38.6,0.0,141.63,290.67,0.01,0,0,0
monolith,cloud,async,1,1,186.47,63.12,0.84,3.18,7.27,56.31,54.84,0.68,137.95,230.38,1.27,0,0,0
monolith,cloud,mixed,1,1,138.1,18.96,0.87,2.87,1.86,14.41,8.33,0.0,56.6,84.55,0.0,0,0,0
hybrid,on_prem,mixed,34,2,253.6,69.66,0.42,1.54,19.54,50.59,26.67,0.64,260.69,392.31,2.0,0,0,0
monolith,hybrid,sync,3,1,47.0,135.79,0.78,1.84,10.14,100.0,14.52,0.7,138.0,199.75,1.35,0,0,0
monolith,cloud,async,3,1,203.22,79.27,0.58,2.45,16.37,60.76,7.87,0.0,104.47,161.58,0.24,0,0,0
event_driven,on_prem,sync,13,1,113.75,109.95,0.95,3.56,11.04,88.82,61.45,0.0,318.8,476.9,0.13,0,0,0
monolith,hybrid,mixed,2,1,199.75,132.17,0.76,1.61,20.08,100.0,82.58,0.46,217.68,404.67,1.2,0,0,0
event_driven,on_prem,mixed,38,2,307.05,21.28,0.9,2.82,25.93,17.6,2.3,0.0,103.8,137.96,0.74,0,0,0
serverless,hybrid,sync,49,2,199.49,58.11,0.76,2.27,21.76,50.27,33.41,0.31,211.76,404.93,1.54,0,0,0
event_driven,cloud,async,51,2,81.62,41.2,0.41,3.51,4.7,30.22,29.91,0.9,170.65,207.04,2.0,0,0,0
monolith,on_prem,sync,1,1,217.88,120.87,0.91,2.66,21.66,99.86,46.35,0.95,183.38,287.48,2.13,0,0,0
hybrid,cloud,mixed,53,2,157.89,107.09,0.8,1.98,13.51,100.0,4.09,1.29,182.6,366.8,3.3,0,0,0
event_driven,cloud,sync,56,4,94.14,28.7,0.82,2.37,2.99,23.46,13.35,0.0,114.95,191.0,0.01,0,0,0
serverless,cloud,sync,36,1,138.83,149.58,0.43,2.6,15.1,100.0,20.21,0.0,219.41,424.27,0.32,0,0,0
hybrid,cloud,mixed,7,1,124.05,121.97,0.42,2.35,5.21,100.0,3.05,0.19,169.02,243.68,0.49,0,0,0
monolith,hybrid,mixed,4,1,326.46,36.58,0.58,3.38,23.28,26.36,11.43,0.21,90.58,146.49,0.87,0,0,0
monolith,hybrid,mixed,2,1,618.23,104.4,0.55,2.79,56.86,87.92,18.77,0.21,199.78,272.66,3.29,0,0,0
serverless,hybrid,sync,39,2,239.32,98.23,0.81,2.43,15.8,89.66,25.83,0.38,222.23,459.06,1.41,0,0,0
monolith,hybrid,mixed,3,1,474.24,147.91,0.76,1.61,33.33,100.0,35.36,0.2,188.88,234.02,1.35,0,0,0
monolith,hybrid,async,4,1,144.2,104.49,0.65,3.03,19.51,87.07,0.5,0.76,123.35,172.46,1.71,0,0,0
monolith,on_prem,sync,1,1,365.35,35.35,0.74,1.22,33.98,17.31,39.75,0.62,128.07,213.16,2.15,0,0,0
monolith,hybrid,async,3,1,94.25,129.67,0.41,2.09,8.99,100.0,0.28,0.96,122.58,153.3,1.8,0,0,0
microservices,cloud,mixed,48,3,270.01,135.51,0.62,2.2,20.73,100.0,30.31,1.7,287.19,529.05,4.97,0,0,0
event_driven,hybrid,sync,6,1,321.11,17.69,0.47,2.43,32.93,23.65,0.53,0.37,112.53,160.46,2.0,0,0,0
monolith,on_prem,async,1,1,88.9,20.89,0.89,2.26,2.08,18.99,46.89,1.94,98.19,127.33,3.5,0,0,0
serverless,cloud,mixed,41,2,88.81,37.48,0.57,1.39,3.93,36.87,0.29,0.0,115.7,172.07,0.02,0,0,0
serverless,cloud,async,49,3,310.52,39.9,0.83,3.71,24.76,36.05,7.86,0.0,153.8,318.32,0.86,0,0,0
microservices,hybrid,async,32,2,404.62,148.83,0.76,3.82,44.61,100.0,12.26,0.0,250.16,513.63,2.59,0,0,0
monolith,cloud,mixed,1,1,334.36,39.95,0.84,3.66,28.7,28.43,45.67,0.0,133.75,204.43,0.74,0,0,0
hybrid,on_prem,async,12,1,248.13,64.86,0.84,1.92,22.92,44.85,13.42,0.57,194.36,297.88,1.99,0,0,0
event_driven,cloud,async,29,1,112.47,104.17,0.48,3.5,16.21,83.29,40.26,0.26,256.25,450.43,0.85,0,0,0
hybrid,hybrid,async,35,1,228.71,83.7,0.58,1.26,18.66,77.34,36.45,0.0,330.55,657.0,0.42,0,0,0
serverless,cloud,sync,9,1,116.5,25.94,0.65,2.14,10.32,15.62,24.8,0.73,156.04,203.83,2.19,0,0,0
event_driven,hybrid,async,36,1,119.69,26.5,0.76,1.04,5.05,20.54,37.8,1.27,187.97,352.06,2.82,0,0,0
serverless,cloud,mixed,42,1,339.51,129.81,0.59,1.34,27.17,100.0,7.01,0.95,208.64,304.16,3.69,0,0,0
event_driven,hybrid,sync,32,2,85.87,142.16,0.57,2.98,4.54,100.0,20.29,0.91,199.09,280.75,2.03,0,0,0
event_driven,cloud,async,47,3,181.51,87.39,0.81,1.38,13.42,78.77,13.05,0.51,167.42,305.84,1.32,0,0,0
serverless,cloud,sync,11,1,371.72,132.83,0.71,3.07,22.65,97.36,18.88,0.98,223.85,360.81,3.47,0,0,0
serverless,on_prem,mixed,55,3,75.23,40.49,0.51,1.19,4.87,39.5,5.88,1.13,129.6,192.07,3.18,0,0,0
microservices,on_prem,mixed,50,3,299.51,100.46,0.41,3.14,26.62,82.78,32.94,0.0,290.34,368.39,0.92,0,0,0
serverless,cloud,mixed,25,1,218.59,62.41,0.83,2.64,16.8,51.44,57.43,0.39,254.47,334.34,1.5,0,0,0
event_driven,cloud,sync,27,1,226.67,62.29,0.66,2.64,20.34,59.84,7.12,0.42,142.13,193.07,1.37,0,0,0
serverless,hybrid,sync,48,3,211.24,50.36,0.71,2.19,16.03,40.54,15.73,0.0,161.7,324.39,0.36,0,0,0
microservices,on_prem,async,19,1,185.15,53.38,0.66,3.23,11.85,44.19,68.57,0.02,382.52,475.53,0.24,0,0,0
serverless,hybrid,mixed,50,2,215.27,35.33,0.88,3.76,22.24,18.12,21.45,1.39,165.17,212.13,4.6,0,0,0
serverless,hybrid,sync,53,4,469.58,60.92,0.41,2.21,34.49,49.97,5.96,0.15,174.62,219.2,2.07,0,0,0
event_driven,on_prem,async,54,1,288.41,54.6,0.53,1.46,18.55,46.06,65.86,0.33,305.13,612.74,1.1,0,0,0
serverless,hybrid,mixed,58,3,481.46,90.98,0.51,1.26,46.44,69.94,8.91,0.22,215.63,386.61,3.64,0,0,0
serverless,on_prem,mixed,50,4,109.34,72.02,0.58,1.74,5.37,61.4,25.24,1.09,186.0,338.08,3.08,0,0,0
event_driven,cloud,async,15,1,86.97,125.44,0.92,1.27,11.02,98.33,16.1,0.46,191.19,334.93,1.14,0,0,0
event_driven,hybrid,sync,47,3,46.2,105.54,0.64,1.9,9.07,80.1,50.53,0.39,276.36,518.35,0.94,0,0,0
serverless,cloud,mixed,28,1,112.69,137.75,0.52,3.26,6.0,100.0,15.98,0.0,201.42,315.07,0.05,0,0,0
monolith,cloud,sync,3,1,398.91,73.25,0.9,1.84,34.58,53.17,32.17,0.16,147.53,220.02,1.37,0,0,0
hybrid,cloud,mixed,28,1,100.49,106.21,0.82,3.38,6.62,83.87,49.38,0.71,387.57,707.87,1.75,0,0,0
serverless,hybrid,async,6,1,50.8,50.59,0.75,2.93,0.0,37.35,121.55,0.53,356.22,541.08,1.48,0,0,0
microservices,hybrid,mixed,55,1,206.62,95.44,0.83,1.12,14.46,80.29,48.38,0.46,334.33,503.55,1.46,0,0,0
event_driven,cloud,mixed,24,1,40.64,92.33,0.52,2.93,1.87,66.92,1.5,0.71,111.93,209.65,1.56,0,0,0
hybrid,hybrid,async,21,1,78.26,103.78,0.47,3.56,7.58,90.0,11.06,0.28,202.27,405.3,0.74,0,0,0
serverless,on_prem,async,11,1,49.88,127.61,0.5,2.27,3.46,100.0,17.9,0.42,203.17,290.83,1.21,0,0,0
serverless,hybrid,mixed,19,1,30.98,4.41,0.89,1.04,2.21,4.68,17.56,0.49,128.15,195.43,1.38,0,0,0
monolith,on_prem,async,2,1,136.25,62.68,0.9,3.06,2.32,44.8,0.47,0.0,70.41,123.14,0.0,0,0,0
event_driven,hybrid,sync,24,1,163.02,126.13,0.91,2.45,12.7,100.0,23.11,0.96,215.58,383.41,2.29,0,0,0
microservices,on_prem,sync,30,2,320.68,135.34,0.46,1.25,26.99,100.0,5.48,0.94,196.29,291.13,3.38,0,0,0
serverless,on_prem,sync,14,1,118.29,58.08,0.53,3.34,8.96,61.22,0.89,0.78,140.51,186.36,2.29,0,0,0
microservices,on_prem,sync,42,3,39.41,139.15,0.76,2.92,19.86,100.0,27.6,0.0,275.23,532.96,0.51,0,0,0
serverless,cloud,async,21,1,440.32,96.12,0.68,1.59,39.89,71.1,194.51,1.21,577.28,809.29,5.62,0,0,0
hybrid,cloud,sync,40,3,124.56,9.37,0.76,1.61,10.27,15.24,75.23,0.45,467.31,621.7,1.2,0,0,0
event_driven,hybrid,sync,57,4,208.77,96.11,0.52,2.75,7.26,79.69,19.17,0.0,180.16,360.63,0.06,0,0,0
serverless,on_prem,mixed,59,3,87.82,83.56,0.81,3.66,10.66,75.89,18.16,0.29,189.12,367.43,0.97,0,0,0
monolith,cloud,mixed,2,1,146.24,69.79,0.53,3.87,15.25,57.65,42.3,0.28,135.03,270.09,0.71,0,0,0
microservices,on_prem,mixed,27,1,473.78,49.88,0.57,2.54,36.27,18.5,21.82,0.21,209.85,260.88,2.25,0,0,0
monolith,cloud,async,2,1,311.07,75.54,0.83,3.25,35.08,59.85,2.62,0.59,124.13,150.06,2.17,0,0,0
hybrid,cloud,async,43,1,112.95,138.92,0.47,2.31,8.53,100.0,52.61,0.86,419.9,649.35,2.14,0,0,0
serverless,cloud,sync,14,1,134.3,98.55,0.56,1.35,15.38,79.28,18.93,0.0,198.85,244.21,0.33,0,0,0
hybrid,hybrid,async,20,1,135.96,61.07,0.91,1.42,10.03,50.65,64.37,1.13,438.16,896.36,2.83,0,0,0
microservices,on_prem,sync,8,1,34.24,5.61,0.66,2.22,9.07,8.44,53.53,0.85,295.04,413.94,2.32,0,0,0
monolith,cloud,mixed,4,1,186.62,132.36,0.89,1.11,23.28,100.0,11.46,0.0,150.75,200.15,0.49,0,0,0
serverless,cloud,mixed,14,1,87.89,59.59,0.94,1.87,6.13,45.68,7.89,0.02,139.43,229.66,0.11,0,0,0
microservices,on_prem,async,24,1,149.17,14.88,0.62,1.5,17.64,19.14,96.15,0.25,481.65,976.74,1.05,0,0,0
monolith,hybrid,async,2,1,326.26,144.31,0.67,3.45,25.67,100.0,6.89,0.68,149.43,254.37,1.81,0,0,0
microservices,on_prem,mixed,14,1,385.62,44.27,0.53,1.6,28.34,42.69,3.73,0.91,142.97,174.28,3.4,0,0,0
microservices,hybrid,sync,17,1,85.2,41.23,0.92,1.68,12.68,28.65,11.04,0.49,141.86,183.15,1.47,0,0,0
microservices,cloud,mixed,26,1,159.92,6.14,0.8,1.82,16.34,4.31,24.05,0.31,183.04,334.1,1.14,0,0,0
monolith,hybrid,sync,2,1,273.71,118.15,0.73,2.28,21.53,92.72,44.69,0.79,175.13,302.49,1.84,0,0,0
hybrid,on_prem,sync,44,1,267.05,133.82,0.44,2.02,22.61,100.0,3.73,1.0,192.05,375.94,3.02,0,0,0
serverless,hybrid,sync,11,1,76.97,71.74,0.5,2.88,8.67,52.85,1.35,0.39,134.39,215.02,1.21,0,0,0
serverless,hybrid,async,55,3,99.56,54.22,0.63,2.93,12.11,59.6,7.55,0.38,155.83,216.87,1.27,0,0,0
hybrid,hybrid,async,42,3,153.62,20.15,0.89,1.56,10.76,32.95,30.38,0.0,255.57,333.01,0.14,0,0,0
event_driven,hybrid,sync,40,3,25.37,73.08,0.58,2.53,7.11,48.81,24.5,0.07,170.5,315.05,0.2,0,0,0
hybrid,cloud,async,14,1,329.45,10.39,0.6,1.07,31.31,8.66,23.34,0.0,230.88,294.56,1.18,0,0,0
microservices,hybrid,mixed,9,1,69.15,76.96,0.6,1.58,11.88,66.22,42.94,0.0,297.68,502.42,0.18,0,0,0
monolith,on_prem,mixed,4,1,80.64,96.42,0.63,2.45,2.98,84.74,32.08,0.66,135.51,214.94,1.19,0,0,0
event_driven,cloud,async,17,1,199.58,43.56,0.42,3.5,15.64,35.37,16.39,0.08,145.08,193.28,0.45,0,0,0
microservices,on_prem,async,42,3,75.78,116.28,0.75,3.35,4.62,100.0,0.79,0.0,151.42,263.04,0.03,0,0,0
hybrid,hybrid,async,50,4,160.35,82.48,0.92,1.48,17.79,75.13,1.54,0.61,153.06,199.9,1.83,0,0,0
microservices,on_prem,async,50,2,276.13,65.84,0.81,2.45,21.03,41.35,16.07,0.67,181.36,303.38,2.31,0,0,0
hybrid,cloud,sync,44,3,125.42,58.65,0.79,2.12,18.77,54.25,5.96,0.94,159.07,259.45,2.67,0,0,0
serverless,hybrid,mixed,35,2,395.17,139.03,0.86,3.8,44.74,100.0,5.44,1.2,232.2,331.63,6.17,0,0,0
microservices,hybrid,async,26,1,96.19,12.19,0.65,2.36,8.74,4.14,27.06,0.0,186.6,376.6,0.1,0,0,0
serverless,cloud,async,9,1,238.41,103.52,0.92,1.13,17.02,78.91,26.1,0.67,214.85,261.48,2.29,0,0,0
microservices,hybrid,sync,52,3,211.44,23.29,0.84,1.3,23.72,14.77,3.97,1.28,118.01,153.49,4.06,0,0,0
monolith,hybrid,sync,3,1,326.16,133.72,0.93,2.69,32.06,100.0,11.9,0.0,163.55,338.69,0.93,0,0,0
microservices,cloud,mixed,37,2,138.4,40.12,0.73,2.67,8.43,19.17,14.79,0.0,145.94,192.99,0.09,0,0,0
hybrid,hybrid,async,26,1,63.66,73.66,0.91,1.34,1.29,64.98,0.22,0.0,121.59,153.03,0.0,0,0,0
microservices,cloud,sync,6,1,216.26,94.74,0.43,2.62,16.98,74.79,44.61,0.27,317.48,474.06,1.09,0,0,0
microservices,on_prem,mixed,5,1,89.26,100.0,0.77,3.97,1.04,80.28,55.87,0.16,351.8,606.62,0.42,0,0,0
event_driven,cloud,mixed,59,1,117.55,10.11,0.48,1.16,13.24,0.0,23.49,0.0,141.96,290.64,0.19,0,0,0
microservices,cloud,sync,58,3,175.84,54.51,0.87,2.94,15.62,42.77,31.4,0.61,237.04,404.7,1.91,0,0,0
monolith,cloud,async,4,1,168.5,133.59,0.94,3.85,11.85,100.0,13.2,0.0,138.51,172.4,0.13,0,0,0
